Conversation_ID,Attacker_Helper,Victim,Conversation_Type
5jsQiy0TwG6ubN,"Good afternoon, sir. This is Michael from the IRS. I'm calling to inform you that there is an arrest warrant issued against you due to unpaid taxes.",What? I always file my taxes on time. Can you give me some information so I can verify your credentials?,1
5jsQiy0TwG6ubN,"Yes, I definitely can. Can you confirm your social security number?","No, I will not give out my social security number on the phone.",1
5jsQiy0TwG6ubN,"I understand your concern, sir. Can you at least tell me your name and current address?",I don't feel comfortable sharing that information either. I suggest you send me a letter if this is a legitimate issue.,1
5jsQiy0TwG6ubN,"I'm sorry but I can't do that, sir. Your warrant will remain active until you pay your back taxes. Failure to do so will result in an arrest tonight.","Wait, what? That's not fair at all. I demand to talk to your supervisor or someone higher up.",1
5jsQiy0TwG6ubN,"I am the supervisor, sir. And unfortunately, there's nothing else we can do to help you. Goodbye and good luck with your arrest.",You're lying! I'm not going to fall for this scam. I'm going to report your number to the police right now!,1
VfKvDCR9hk7s9p,"Hello, may I speak with John?","Speaking, who is this?",1
VfKvDCR9hk7s9p,"Good day, John. This is Michael from XYZ company. We are offering a special deal on our latest product. Would you be interested?","I'm sorry, I'm not interested. Please remove me from your list.",1
VfKvDCR9hk7s9p,But it's a limited time offer and a great opportunity for you to save money!,I'm still not interested. Please remove me from your list.,1
VfKvDCR9hk7s9p,Are you sure you wouldn't like to hear more about this amazing offer?,I'm positive. Please remove me from your list.,1
VfKvDCR9hk7s9p,"Okay, sorry to bother you. Have a great day!","Thank you, you too. Goodbye.",1
rnedVqPP0m62QH,"Hello, this is Jane from XYZ Bank. May I speak with John?","This is John speaking. How may I assist you, Jane?",0
rnedVqPP0m62QH,"Hi John, we observed some suspicious activity on your account and wanted to verify if you authorized the transaction for $500 at the ABC store yesterday?","No, I did not make any such transaction. Thank you for letting me know, Jane.",0
rnedVqPP0m62QH,"Thank you for confirming, John. We have blocked fraudulent access to your account and will be issuing you a new debit card shortly.","Okay, I appreciate it. Is there anything else I need to do to secure my account further?",0
rnedVqPP0m62QH,"No, John. Just keep your PIN and personal information safe and never share it with anyone over the phone or online.","Sure, I will be cautious. Thank you, Jane.",0
rnedVqPP0m62QH,"You're welcome, John. Have a nice day!","You too, Jane. Goodbye.",0
x06W8vRl4Uk1tk,"Hello, this is the IRS calling. Your taxes are overdue and we need you to pay immediately or you will be arrested. Please provide your credit card number and we will take care of the rest.","I'm sorry, but I don't believe you. I will not give you my credit card number. Goodbye.",1
x06W8vRl4Uk1tk,"Hello, this is Microsoft calling. Your computer has a virus and we need to fix it immediately. Please provide us with remote access to your computer.","I'm sorry, but I'm not comfortable giving remote access to my computer to someone I don't know. Goodbye.",1
2QPlKAW9XkQBXY,"Hello, this is John from the bank. I'm calling to verify a recent transaction on your account.","Okay, what transaction are you referring to?",0
2QPlKAW9XkQBXY,We have a charge for $500 from a clothing store in New York. Did you make this purchase?,"No, I didn't make that transaction. Can you cancel it please?",0
2QPlKAW9XkQBXY,"Yes, we will block the charge and issue you a new card. For security purposes, can you confirm your date of birth and address?","Sure, my date of birth is May 15, 1992 and my address is 123 Main Street.",0
2QPlKAW9XkQBXY,Thank you for confirming that information. Is there anything else I can assist you with today?,"No, that's all. Thank you for your help.",0
2QPlKAW9XkQBXY,You're welcome. Please don't hesitate to call us if you notice any suspicious activity on your account in the future.,I will. Thank you again.,0
2QPlKAW9XkQBXY,Bye for now.,Goodbye.,0
YIQ95vdZVBzZyU,"Hello, this is John from the IRS. We've noticed some discrepancies in your tax payments and would like to confirm your personal information.","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you please send me a letter or an email?",1
YIQ95vdZVBzZyU,"Ma'am, this is the Social Security Administration. Your social security number has been compromised and we need you to confirm your information.","I'm sorry, but I know for a fact that the SSA does not call people to confirm personal information. Please stop trying to scam me.",1
S70kN9lbtQ0hWR,"Hello, is this John?","Yes, who is this?",1
S70kN9lbtQ0hWR,This is Michael from the IRS. We have detected fraudulent activity on your account.,Oh no! What can I do?,1
S70kN9lbtQ0hWR,We need you to give us your personal information to verify your account.,I don't think I should give that over the phone. Can you send me something in writing?,1
S70kN9lbtQ0hWR,"No, we need it right now or we will have to take legal action against you.","I'm sorry, but I'm not comfortable with that. Goodbye.",1
KJnnHmFatez3Mg,"Hello, this is John from the bank. There has been some unusual activity on your account and I need to verify some information with you.","Um, ok. What information do you need from me?",0
KJnnHmFatez3Mg,I need to confirm your date of birth and your social security number.,I'm not sure I feel comfortable giving you that information over the phone. Can I come into the bank to verify my account details in person?,0
KJnnHmFatez3Mg,"Absolutely, we would be happy to help you in person. Just be sure to bring some identification with you.","Great, thank you. I'll come in tomorrow.",0
KJnnHmFatez3Mg,That sounds good. Is there anything else I can help you with today?,"No, that's all. Thank you for calling and letting me know about the unusual activity on my account.",0
LlcbDxHkQDY94B,"Hello sir, this is the IRS and we have detected suspicious activity on your account. Please provide us with your personal information to resolve the issue.","I'm sorry, but I do not feel comfortable providing personal information over the phone. Can you please provide me with your name and badge number?",1
LlcbDxHkQDY94B,"Yes, my name is John Smith and my badge number is 123456. Now please provide us with your information so we can resolve this issue immediately.","I'm sorry, but I still cannot provide personal information over the phone. Can you please send me a letter with more information about the situation?",1
LlcbDxHkQDY94B,"I understand your concern sir, but this is an urgent matter that needs to be resolved immediately. If you do not provide your information, we may have to involve law enforcement.","I'm sorry, but I still cannot provide personal information over the phone. I will contact the IRS directly and verify if this is true.",1
Kxycl95rLpfg7D,"Hello, this is Jane from XYZ bank. Can I speak with John?","Speaking, what can I help you with?",0
Kxycl95rLpfg7D,"Hi John, I'm calling to verify some recent transactions on your account. Have you made any purchases from a foreign country recently?","No, I haven't. Can you confirm my account details and the transactions you are referring to?",0
Kxycl95rLpfg7D,"Sure, can you please provide me with your account number or social security number for verification purposes?","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you confirm your identity and call me back from a verifiable number?",0
Kxycl95rLpfg7D,"Absolutely, I understand your concerns. We take your privacy and security seriously. I'll ask my supervisor to call you back from a verifiable number.","Thank you, I appreciate that.",0
4xnxAuR3steRGq,"Hello, this is John from the IRS. We have detected fraud on your tax return.","Oh no, really? Can you give me more information?",1
4xnxAuR3steRGq,"Yes, we need your personal information to rectify this issue. Can you please provide your social security number?",I'm not comfortable giving that out over the phone. Can you send me something in writing?,1
4xnxAuR3steRGq,"I'm sorry but we need the information urgently. If you don't comply, we may have to take legal action.",I still don't feel comfortable giving that information out. Is there another way to verify my identity?,1
4xnxAuR3steRGq,"No, that's the only way. Without your social security number, we won't be able to help you.",I think I need to hang up now. I'm not convinced this is a legitimate call.,1
qEKhQ6c7Jibf99,Hello?,"Yes, hello?",0
qEKhQ6c7Jibf99,"Hello, this is [bank/institution name]. I'd like to verify some information with you.","Okay, sure.",0
qEKhQ6c7Jibf99,"Can I have your full name and date of birth, please?",My name is John Smith and my birthdate is 05/01/1985.,0
qEKhQ6c7Jibf99,Thank you. And can you provide your social security number for verification?,"Uh, I don't feel comfortable giving that out over the phone.",0
qEKhQ6c7Jibf99,That's completely understandable. May I ask you to please call our customer service number on the back of your bank card instead?,"Yes, okay. I will do that. Thank you for calling.",0
sT9TcijfaCXEoI,"Hi, this is John calling from the IRS. We have noticed some discrepancies in your tax returns and need to verify your social security number. Could you please provide me with that?","Sorry, I don't feel comfortable sharing that information over the phone. Is there an official IRS number I could call back?",1
sT9TcijfaCXEoI,"Yes, our number is 1-800-829-1040. But I assure you this is a legitimate call and we need your social security number to clear up these issues.","I appreciate your concern, but I will call the official number myself to verify this. Thank you for calling.",1
5m8u8FgKjcDHZB,"Hello, this is the IRS calling. You owe us $5000 in unpaid taxes. If you don't pay immediately, we will take legal action against you.",What? I haven't received any notification about unpaid taxes. Can you provide me with more information?,1
5m8u8FgKjcDHZB,"Yes, we sent you several letters but never received a response. We can help you pay the outstanding amount over the phone.","I'm sorry, but I don't feel comfortable giving my credit card information over the phone. Can I call you back?",1
5m8u8FgKjcDHZB,"No, you must pay immediately or we will have to send the police to your location.",I think this is a scam. The IRS would not threaten me like this. I will call the real IRS to confirm.,1
5m8u8FgKjcDHZB,"No, don't call the IRS. This is the only way to avoid legal consequences. Please provide me with your credit card information now.",I'm not believing you. Goodbye.,1
pGjAaKNrsEf408,"Hello, this is John from your bank. Can I confirm your account number?","Sure, it's 123456789.",0
pGjAaKNrsEf408,Thank you. Can you also verify your date of birth?,"Um, why do you need that?",0
pGjAaKNrsEf408,We just need to confirm your identity. Can you please tell me your birthdate?,"Okay, it's 01/01/1980.",0
pGjAaKNrsEf408,"Great, thank you. I also need to ask if you made a transaction for $1000 at 2pm yesterday?","No, I didn't.",0
pGjAaKNrsEf408,"Alright, thanks for your time. Have a good day!","Wait, why did you ask about that transaction? Is there a problem with my account?",0
pGjAaKNrsEf408,"Don't worry, everything is fine. We just wanted to double check with you. Goodbye!","Okay, bye.",0
WGF7ac8ZayskjN,"Hello, can I speak to John Smith please?",This is John speaking. Who is calling?,1
WGF7ac8ZayskjN,"Hi John, this is the IRS. We noticed some discrepancies in your tax filings and need you to pay immediately or face legal action.",I don't believe you. I need to verify this with the IRS first.,1
WGF7ac8ZayskjN,"No, you can't do that. If you don't pay now, we will send the police to arrest you.",I'm hanging up now. You are clearly a scammer.,1
7oGx9hSdOxM4eR,"Hello, this is John calling from the bank. Can I speak to Mr./Ms. Smith?",This is Ms. Smith speaking. How may I help you? ,0
7oGx9hSdOxM4eR,"We have noticed some suspicious activity on your account. Did you initiate any transactions for $10,000 last week?","No, I didn't. What do I need to do now?",0
7oGx9hSdOxM4eR,We need to verify your personal details for security purposes. Can you please confirm your full name and date of birth?,"Sure. My name is Jane Smith and my date of birth is January 1st, 1980.",0
7oGx9hSdOxM4eR,Thank you for confirming. We will now send you a verification code via SMS. Please read it back to me when you receive it.,"Okay, I received the code. It is 1234.",0
7oGx9hSdOxM4eR,Thank you for verifying. Your account has now been secured. Please do not disclose any personal information to anyone over the phone or email.,Thank you for letting me know. I will be more careful next time.,0
9cYhGjyx44w5GS,"Hello, this is the IRS. We have reason to believe you owe back taxes. Please give us your information so we can process your payment immediately.","I'm sorry, but I don't believe you are actually with the IRS.",1
9cYhGjyx44w5GS,"Ma'am, this is serious. If you do not give us your information, we will have to take legal action against you.",I'm still not convinced. How did you get my number?,1
9cYhGjyx44w5GS,"We have access to all numbers through the government database. Now, please provide your information so we can resolve this issue.",I don't think that's true. I'm going to hang up now.,1
9cYhGjyx44w5GS,Wait! Don't hang up. We can work something out. Can I at least have your name?,"No, I'm not giving you any of my personal information.",1
9cYhGjyx44w5GS,"Please, just hear me out. You don't want to face the consequences of not paying your taxes. I can help you.",I'm not interested in talking to you anymore. Don't call me again.,1
9cYhGjyx44w5GS,But... ma'am... hello?,,1
cgxrXIvBlKZ5OI,"Hello, this is Jane from the bank. Can I speak with Mr. Smith?",Speaking.,0
cgxrXIvBlKZ5OI,"Yes, we have detected some unusual activity on your account. Did you make a purchase for $2,000 at a clothing store?","No, I didn't.",0
cgxrXIvBlKZ5OI,"Okay, we will freeze your account for now to prevent any further unauthorized transactions. Please come to the bank to resolve this issue.","Alright, thank you for letting me know.",0
cgxrXIvBlKZ5OI,"Of course, your safety is our priority. Please come soon so we can resolve this as soon as possible.","I understand, I'll come tomorrow.",0
cgxrXIvBlKZ5OI,"Great, we'll be expecting you. Just to confirm, what is your account number?",123456789.,0
cgxrXIvBlKZ5OI,"Thank you, Mr. Smith. We will have everything ready for you when you come tomorrow.","Okay, thank you.",0
cgxrXIvBlKZ5OI,Is there anything else I can help you with today?,"No, that's all.",0
cgxrXIvBlKZ5OI,"Okay, have a good day and we'll see you tomorrow.","Thank you, goodbye.",0
cgxrXIvBlKZ5OI,*hangs up*,*hangs up*,0
A6Spb1jijxcc1d,"Hello, this is Peter from the IRS. We have detected some fraudulent activity on your account.","Oh, really? Can you provide me with your IRS badge number and your full name?",1
A6Spb1jijxcc1d,"Yes, my badge number is 726391 and my name is Peter Jones. We need you to provide us with your social security number and address for verification purposes.","I'm sorry, but I don't feel comfortable giving out that kind of personal information over the phone. Can you please send me something in writing?",1
A6Spb1jijxcc1d,"I understand your concern, but we need your information as soon as possible to prevent any further fraudulent activity. Can you at least give me the last four digits of your social security number?",I'm not going to give you any information. This sounds like a scam and I'm going to hang up now.,1
zetzWbuI8zkzy7,"Hello, this is John calling from XYZ Bank. May I speak with John Smith?",This is John speaking. How may I assist you?,0
zetzWbuI8zkzy7,"Thank you for confirming, sir. I'm calling to inform you about a recent transaction on your account. Did you recently purchase a TV worth $5,000?","No, I didn't. Is there something wrong with my account?",0
zetzWbuI8zkzy7,"Yes, sir. We suspect fraudulent activity on your account. We'll need you to follow some steps to rectify the situation.",Oh my! What do I need to do?,0
zetzWbuI8zkzy7,We need you to provide us with your account details to verify your identity.,"I'm sorry, but I don't feel comfortable giving out that information over the phone.",0
zetzWbuI8zkzy7,"I completely understand, sir. However, I assure you this is for your own security. Please call back our official helpline to resolve this issue.","Sure, I'll do that. Thank you for letting me know.",0
zetzWbuI8zkzy7,"No problem, sir. Please be careful of any other calls claiming to be from our bank and asking for your personal information.",I will definitely keep that in mind. Thank you for your help.,0
YAbvRvPcPhejrb,"Hello, this is the IRS. You owe us money and we need payment now.",I don't owe the IRS any money.,1
YAbvRvPcPhejrb,"We have evidence of tax fraud, and if you don't pay the money you'll be arrested.",I don't believe you. I'll call the IRS directly to confirm.,1
YAbvRvPcPhejrb,"Don't bother with that, we can take care of it now. Just give us your credit card number.",No way. This sounds like a scam.,1
YAbvRvPcPhejrb,It's not a scam. Just trust us and give us the information.,I'm not going to give you anything. I'm hanging up now.,1
YAbvRvPcPhejrb,"Please, don't hang up. We just need the payment or else you'll face consequences.","Sorry, but I'm not falling for your trick. Goodbye.",1
YAbvRvPcPhejrb,"Wait, wait. We can offer you a discount if you pay now.",I don't care. I'm done talking to you. Goodbye.,1
YAbvRvPcPhejrb,You're making a big mistake. You'll regret this decision.,I highly doubt that. Goodbye.,1
YAbvRvPcPhejrb,"If you don't pay now, we'll report you to the authorities.",Go ahead and try. Goodbye.,1
YAbvRvPcPhejrb,This is your last warning. Pay now or else.,I'm not scared of you. You can't do anything to me. Goodbye.,1
YAbvRvPcPhejrb,Fine. You'll regret this decision.,I highly doubt that. Goodbye.,1
6f2PSdHVWCGrxy,"Hello, this is John from the bank. I'm calling to verify some recent activity on your account.","Okay, what do you need from me?",0
6f2PSdHVWCGrxy,We just need to confirm a few purchases made online. Can you please provide me with your account number?,"I'm sorry, but I'm not comfortable giving out that information over the phone.",0
6f2PSdHVWCGrxy,"I completely understand your concern. If you'd like, you can call the number on the back of your card to verify that this is a legitimate call from us.","Okay, that sounds like a good idea. Thank you.",0
6f2PSdHVWCGrxy,Absolutely! We'll also send you an email and a text message confirming this call.,That would be helpful. Thank you for calling and taking the time to verify my account.,0
6f2PSdHVWCGrxy,Of course! It's important to stay vigilant against potential scams. Have a great day!,"You too, thanks!",0
i2uNQLECvWMGPE,Good day! I'm calling from the IRS and there seems to be an issue with your taxes. Please give me your personal information so we can resolve this matter.,"I'm sorry, but I don't feel comfortable giving out my personal information over the phone. Can you provide me with more details about the issue with my taxes?",1
i2uNQLECvWMGPE,"Yes, of course. We have noticed some discrepancies in your tax returns and we need to verify your personal information to correct it.","I appreciate your concern, but I'm not comfortable giving away my personal information over the phone. Can you please give me an official government number to call to verify this information?",1
i2uNQLECvWMGPE,"Sorry, we cannot afford to give out information over the phone, for it will compromise the investigation.","I understand that this is a sensitive matter. However, I still do not feel comfortable giving away my personal information over the phone. Thank you for understanding.",1
E7CLYzbsZYgDJs,"Hello, this is John from XYZ Bank. Can I speak with Mr. Smith?",This is Mr. Smith speaking. How can I help you?,0
E7CLYzbsZYgDJs,We noticed some suspicious activity on your account and wanted to verify your recent transactions. Can you confirm the last three purchases on your account?,"Sure, I purchased groceries, gas, and a movie ticket.",0
E7CLYzbsZYgDJs,Thank you for confirming that. We just wanted to ensure that your account was not compromised. Is there anything else I can assist you with?,"No, that's all. Thank you for letting me know.",0
ki7ZVDYnV41W6Q,"Hello, this is John from the IRS. We have discovered an issue with your taxes and need you to pay immediately over the phone. Can I have your credit card information?","I'm sorry, I don't feel comfortable giving out my information over the phone. Can you send me an official letter instead?",1
ki7ZVDYnV41W6Q,"Yes, we can send a letter, but it will take 4-6 weeks. You need to pay immediately or face legal action. Can you at least verify your name and Social Security number?",I think I'll wait for the letter. Thank you for calling.,1
w76htwcy1l0SF1,"Hello, this is John from the bank. Can I speak to Mr. Johnson, please?",This is Mr. Johnson speaking.,0
w76htwcy1l0SF1,"Thank you, Mr. Johnson. I'm calling to confirm a recent transaction on your account. Can you verify your account number for me?","Sure, it's 123456789.",0
w76htwcy1l0SF1,"Great, thank you. And to confirm, did you recently make a purchase for $500 at a clothing store?","No, I didn't make any such purchase.",0
w76htwcy1l0SF1,"Okay, it seems there may be some fraudulent activity on your account. I'll go ahead and freeze the account and send you a replacement card. Can you verify your email address for me?","Yes, it's johnson@gmail.com.",0
w76htwcy1l0SF1,"Perfect, thank you. And just a reminder, never give out personal information on an unsolicited call. Thank you and have a good day.",Thank you for letting me know. You too.,0
4fGVYscA6gp7PI,"Hello, this is John from XYZ bank. Can I speak to John Smith?",This is John. How may I help you?,0
4fGVYscA6gp7PI,I am calling regarding some suspicious activity on your account. Can you please verify your date of birth?,"Sure, it's January 1st, 1990.",0
4fGVYscA6gp7PI,Thank you for verifying. Can you also provide your account number?,Why do you need my account number? Who are you really?,0
4fGVYscA6gp7PI,"Sir, I am really from XYZ bank and I am calling for your security. Your account number will help me verify your identity.",I don't feel comfortable giving out my account number. Can you provide me with your name and phone number so that I can call you back?,0
4fGVYscA6gp7PI,My name is John and my phone number is 123-456-7890. You can call me back anytime. But please keep in mind that your account may be at risk.,I appreciate your concern but I'd rather call the bank directly to verify this information. Thank you for calling.,0
RjrcPIpB5efpDl,"Hello, this is the Social Security Administration calling. Your social security number has been compromised. Please provide me with your name and social security number so we can update our records.","I'm sorry, I don't feel comfortable giving out my personal information over the phone. Can you provide me with some verification that you are a representative of the Social Security Administration?",1
RjrcPIpB5efpDl,"Yes, of course. Our verification code is 87412. Can you please provide me with your social security number now?","I'm sorry, but I'm still not comfortable giving out sensitive information over the phone. Can you please send me an official letter or email with more information?",1
WDdSDsw8vo4aCS,"Hello, this is John from the bank. I'm calling regarding a suspicious transaction on your account.",Oh really? Can you give me more details about it?,0
WDdSDsw8vo4aCS,"Yes, it appears that there was a large purchase made on your account from an unfamiliar location. We just wanted to verify that it was actually you who made the purchase.","No, I didn't make any large purchases recently. Thank you for notifying me about this.",0
WDdSDsw8vo4aCS,"Of course. For security purposes, I just need to confirm some information with you. Can you please provide me with your account number and date of birth?","I'm sorry, but I don't feel comfortable giving out that information over the phone. Can I come into the bank instead?",0
WDdSDsw8vo4aCS,"Absolutely, that's no problem. You can come into the bank and we'll sort everything out there. Thank you for being cautious, it's better to be safe than sorry.","Thank you, I'll definitely do that. Have a nice day!",0
S85YQdNTPSLQb3,"Hello, this is John from the credit card company. We noticed suspicious activity on your account. Can you please verify your card number and security code?","I'm sorry, I don't give out personal information over the phone. Can you please give me your name and phone number so I can verify that you are actually from my credit card company?",1
S85YQdNTPSLQb3,"Yes, of course. My name is John Smith and my phone number is 123-456-7890.","I'm sorry, but that's not the number that shows up on my caller ID for my credit card company. I'm going to have to hang up now.",1
FOqATqHV6gFhzu,"Hello, this is John from the bank. Can I speak to Jane?",This is Jane speaking.,0
FOqATqHV6gFhzu,"Hi Jane, I'm calling to confirm a suspicious transaction on your account. Did you authorize a payment of $500 to a company in Spain?","No, I didn't.",0
FOqATqHV6gFhzu,We have blocked the transaction and are sending you a new card. I will need to verify some personal details to ensure the security of your account. Can you please confirm your date of birth and address?,"Sure. My date of birth is August 3, 1985 and my address is 123 Main Street.",0
FOqATqHV6gFhzu,"Thank you, Jane. I have updated your account information and you will receive your new card within the next 5-7 business days. Is there anything else I can assist you with?","No, that's all. Thank you for your help.",0
FOqATqHV6gFhzu,"You're welcome, Jane. As a reminder, please never give out your personal or account information to anyone who calls or sends you an unsolicited message. Have a great day!","Thanks, you too.",0
xishic1Ot0UcBf,"Hello, this is the IRS. You owe us money and if you don't pay immediately, you will be arrested.","Excuse me, but I don't owe any money to the IRS.",1
xishic1Ot0UcBf,"Are you sure? Our records show that you owe us $10,000 and if you don't pay now, we will send the police to arrest you.",I'm pretty sure I don't owe any money to the IRS. Can you provide me with some more information about this debt?,1
xishic1Ot0UcBf,"Yes, we have all the necessary information about your debt. If you don't pay now, we will have to take legal action against you.","I'm sorry, but I'm not going to give you any money until I see some proof that I actually owe it to you.",1
xishic1Ot0UcBf,"Well, we can send you some documents to prove it, but it will take some time. In the meantime, I suggest you pay us now to avoid any legal trouble.","No, I'm not going to pay anything until I see some proof of this debt. Thank you for calling.",1
GIjmhRS9Dy8xg1,"Hello, this is John from the bank. Can I please confirm your account information?","Sure, what information do you need from me?",0
GIjmhRS9Dy8xg1,I just need your account number and password for security purposes.,"I'm sorry, I don't feel comfortable giving that out over the phone. Can I call you back?",0
x7oPKQdUXeAdsr,"Hello, this is the IRS calling. You owe us money and we need you to pay immediately.",Oh really? How much do I owe?,1
x7oPKQdUXeAdsr,"You owe $5,000. If you don't pay now, we'll have to take legal action against you.",That's a lot of money. Can you prove that I owe this amount?,1
x7oPKQdUXeAdsr,"Yes, we have all the evidence we need to take you to court. But if you pay now, we can resolve this issue without any legal proceedings.","Hmm, I'm not sure. Can I call you back to verify this information?",1
x7oPKQdUXeAdsr,"No, you can't call us back. You need to make the payment now or face the consequences.","I'm sorry, but I don't feel comfortable paying over the phone. I need to verify this information with the IRS directly.",1
x7oPKQdUXeAdsr,You don't have time for that. You need to pay immediately or we'll have to take action against you.,"I'm sorry, but I won't be paying anything over the phone. I'll wait for a notice in the mail to verify this information.",1
Sm1V9IQRgeBSPI,"Hello, this is John from your bank. I'm calling to verify some suspicious activity on your account. Can you confirm your account number and password please?","Oh, sure. My account number is 1234567890 and my password is 1234.",0
Sm1V9IQRgeBSPI,Thank you for confirming that. We have noticed some unauthorized charges on your account. Can you please provide us with your Social Security number and date of birth for verification purposes?,"Wait, what? Why do you need my Social Security number and date of birth? Can't you just tell me what the unauthorized charges are?",0
WFAfCNuIAZAlGo,"Hello, this is the IRS calling. We have detected an issue with your tax return. Please share your social security number with me so we can resolve the issue.","I'm sorry, I don't feel comfortable sharing my personal information over the phone.",1
WFAfCNuIAZAlGo,"I understand your concern, but we need your social security number for verification purposes. Otherwise, we will have to take legal action against you.","I'm sorry, but I'm not going to give you my social security number. I'll just contact the IRS directly to verify if there is any issue with my tax return.",1
WFAfCNuIAZAlGo,"Wait, I can give you my ID number and you can verify that I am a real representative of the IRS. Please, give me a chance to help you resolve the issue quickly.","No, thank you. I don't want to take any risks. I'll just hang up now.",1
WFAfCNuIAZAlGo,"Please, don't hang up. We are just trying to help you. You can check our website and verify our phone number. We are a legitimate organization.",I don't care. I don't believe you. I'm hanging up now.,1
WFAfCNuIAZAlGo,"Wait, before you hang up, let me just tell you that we also offer free tax advice and consultation. So, even if there is no issue with your return, you can still benefit from our services.","Sorry, I'm not interested. Goodbye.",1
GtvAWBM9Prc6wo,"Hello, this is John from the bank. Can I speak with the account holder?","Yes, this is the account holder. What can I help you with?",0
GtvAWBM9Prc6wo,We have noticed some unusual activity on your account. Can you please verify your personal information?,"I'm sorry, but I don't feel comfortable sharing my personal information on the phone. Can I come into the bank to speak with someone in person?",0
q2g5xkpDMu8oen,"Hello, this is the IRS. We have noticed some suspicious activity on your account. Please provide us with your social security number to verify your identity.","I'm sorry, but I don't feel comfortable providing that information over the phone.",1
q2g5xkpDMu8oen,"Ma'am, if you don't provide your social security number, the authorities will be notified and legal action will be taken against you.",I'm still not comfortable giving out that information. Can you please provide me with a phone number where I can call you back to verify this is a legitimate call?,1
q2g5xkpDMu8oen,"I'm sorry, but we cannot provide you with a phone number. Please provide your social security number or the authorities will be notified immediately.","I'm sorry, but I don't believe this is a legitimate call. Goodbye.",1
HnAp6TCiqhuldT,"Hello, this is John from the bank. I'm calling in regards to some unusual activity on your account.","Uh, okay. What kind of activity?",0
HnAp6TCiqhuldT,There have been some large purchases made on your account that seem out of the ordinary. I just wanted to confirm that it was you making those purchases.,"No, I haven't made any large purchases recently. What should I do?",0
HnAp6TCiqhuldT,We'll need to freeze your account immediately to prevent any further fraudulent activity. Can you confirm some personal information so I can do that for you?,"Sure, what do you need to know?",0
HnAp6TCiqhuldT,"Just your name, date of birth and social security number will be enough for me to freeze the account. Can you please confirm those details for me?","Okay, it's John Smith, March 15th, 1985, and XXX-XX-XXXX.",0
HnAp6TCiqhuldT,Thank you. I'll go ahead and freeze your account now. Please make sure to monitor your other accounts as well and report any unauthorized activity immediately.,"Thank you, I will. How long will my account be frozen for?",0
HnAp6TCiqhuldT,"We will need to investigate this further before we can release the freeze on your account. It may take a few days, but we will be in touch with updates.","Okay, thank you for your help. I appreciate it.",0
HnAp6TCiqhuldT,Not a problem. Remember to be cautious with any calls or emails asking for personal information in the future. Have a good day.,"Thank you, you too. Goodbye.",0
4HKpAeRsVhutBr,"Good morning, sir! This is David from the IRS. We need to discuss some crucial details regarding your tax payments.","Sorry, but I think you are calling the wrong person. I have already paid my taxes.",1
4HKpAeRsVhutBr,"I'm sorry for the inconvenience, sir. Are you absolutely sure that there has been no mistake with your payments?","I'm pretty sure, thank you. I have all the documents and receipts.",1
4HKpAeRsVhutBr,"That's great, sir. But our system indicates that there has been an error with your payments. Can you please verify your personal information?","No, thank you. I don't give personal information to unknown callers.",1
4HKpAeRsVhutBr,"But sir, this is a matter of utmost importance. I'm trying to help you resolve this issue before it's too late.","I appreciate your concern, but I don't think there is any issue to resolve. Please don't call me again.",1
4HKpAeRsVhutBr,But... sir...,Goodbye!,1
4HKpAeRsVhutBr,"Hello sir, this is John from the Tech Support department. Your computer has been infected by a virus and we need to take immediate action to fix it.","I'm sorry, I'm not interested. I have a good antivirus software.",1
4HKpAeRsVhutBr,"But sir, your antivirus is not enough. This virus is very dangerous and can cause irreversible damage to your computer. Please give me remote access to your system and I will fix it for you right away.","No, thank you. I don't give access to my computer to unknown callers.",1
4HKpAeRsVhutBr,"But sir, I assure you that I'm a certified technician and I can fix your computer in no time. If you don't believe me, just check our website.","Sorry, but I don't need your services. Please don't call me again.",1
4HKpAeRsVhutBr,"But sir, you don't understand how serious this is. I really need to access your system to fix the problem. Otherwise, your computer will be irreparably damaged.","I'm sorry, but I have to hang up now. Please don't call me again.",1
4HKpAeRsVhutBr,"Hello sir, this is Sarah from the Credit Card Company. We have detected some unusual activity on your account and we need to verify some details with you.","I'm sorry, but I don't have a credit card. Please don't call me again.",1
7eXuMnKm00S698,"Hello, this is John from ABC bank. I wanted to talk to you about some recent activity on your account.","Oh, sure. What's the issue?",0
7eXuMnKm00S698,We've noticed some unusual transactions and want to verify if they were authorized by you or not. Can you tell me if you made a purchase of $500 from a cosmetic store last week?,"No, I didn't make any such purchase.",0
7eXuMnKm00S698,"That's what our records show. Just to be safe, can I confirm some personal information like your date of birth?","Uh, okay.",0
7eXuMnKm00S698,Great. Can you also tell me your social security number?,"Wait, why do you need that?",0
7eXuMnKm00S698,Just to confirm your identity and check if there's been any unauthorized access. It's standard procedure.,I don't think I'm comfortable giving that over the phone.,0
7eXuMnKm00S698,"I understand your concern, but this is for your own security. If you don't feel comfortable, you can always visit your nearest branch and verify your account activity there.","Yeah, I think I'll do that instead. Thank you for informing me.",0
7eXuMnKm00S698,No problem. Always stay cautious when it comes to your finances. Have a good day.,You too.,0
DAoZuhs2htCEhz,"Hello, this is Jason from the Internal Revenue Service. You owe us $5,000 in back taxes and we need you to pay immediately or face legal consequences.","I know this is a phone scam, and I'm not going to fall for it.",1
